Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
16157,коровый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коров
16158,короед,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,короед
16165,корона,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корон
16168,коронка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корон
16170,короновать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корон
16175,коротко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корот
16179,короткометражный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"корот,метр"
16181,короткопалый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"корот,пал-3"
16182,короткоствольный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"корот,ствол"
16187,корпоративность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корпор
16190,корпункт,s,lemma_level_conflict,"кор,пункт",пункт,,Conflicting automatic candidates across lemmas: кор-1|кор-2|короч-2,"корреспонд,пункт"
16191,корпус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корпус
16194,корректива,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррект
16196,корректироваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррект
16198,корректно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корректн
16201,корректор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррект
16203,коррекционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррекц
16211,корреспонденция,s,lemma_level_conflict,"корреспонд,енц",корреспонд,,Root-level mapping escalated енц to lemma-level conflict,корреспонд
16215,коррумпированность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррумп
16218,коррупционер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корруп
16219,коррупционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корруп
16225,корсчет,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"корреспонд,счет"
16226,корт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,корт
16236,коршуновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коршун
16243,коряво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кор-1
16251,косая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кос-2
16252,косвенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кос-2
16264,косметолог,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,космет
16265,косметологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,космет
16267,космизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кос-3
16280,космос,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кос-3
16287,косо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кос-2
16290,косовский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,косов
16291,косоглазие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кос-2,глаз"
16296,косолапо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кос-2,лап"
16297,косолапый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кос-2,лап"
16298,костел,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,костел
16301,костерок,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,костер
16302,костин,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,костин
16308,костромич,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,костром
16309,костромской,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,костром
16332,котельнический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,котельнич
16340,котлоагрегат,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"котл,агрегат"
16345,коттеджный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коттедж
16346,котурн,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,котурн
16347,котяра,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кот-1
16350,кофеек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кофе(j)
16352,кофей,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кофе(j)
16357,кофий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кофе(j)
16375,кошара,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кошар
16377,кошевка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кошев
16378,кошелек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кошел
16379,кошелка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кошел
16384,кошки-мышки,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кош-2,мыш"
16389,кощеев,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кощей
16390,кощунственно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кощун
16396,краб,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краб
16397,крабовидный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краб
16398,крабовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краб
16399,крага,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краг
16400,краденое,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крад
16404,краевед,s,lemma_level_conflict,"кра,вед",,вед => вед-1|вед-2,Conflicting automatic candidates across lemmas: кра-1|кра(j)-2,"кра(j)-2,вед-1"
16405,краеведение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кра(j)-2,вед-1"
16406,краеведческий,a,lemma_level_conflict,"кра,вед",,вед => вед-1|вед-2,Conflicting automatic candidates across lemmas: кра-1|кра(j)-2,"кра(j)-2,вед-1"
16412,крайизбирком,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кра(j)-2,избирком"
16417,краковский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краков
16426,кранты,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крант
16439,красивейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крас-1
16441,красиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крас-1
16443,красивоцветущий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,цвет"
16449,красненькая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крас-1
16454,красноармейский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,арм"
16459,красноглазый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,глаз"
16460,красногорский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,красногор
16461,краснодарский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краснодар
16463,красное,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крас-1
16464,красно-желтый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,желт"
16465,красно-зеленый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,зелен"
16467,краснокирпичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,кирпич"
16470,краснолицый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,лиц"
16471,красноперка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,пер"
16472,краснопресненский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краснопреснен
16473,красноречиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,реч"
16474,красноречивый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,реч"
16475,красноречие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,реч"
16476,краснорожий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,рож"
16477,красносельский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,красносель
16480,краснофлотец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,флот"
16481,краснощекий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крас-1,щек"
16482,красноярец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краснояр
16483,красноярский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,краснояр
16488,красотища,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крас-1
16490,красочно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крас-1
16499,кратко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крат
16500,кратковременный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"крат,врем"
16503,кратное,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крат
16507,крафт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крафт
16514,креатив,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креатив
16515,креативность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креатив
16516,креативный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креатив
16517,креатура,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креатур
16518,креветка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кревет
16521,кредитно-финансовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кредит,финанс"
16526,кредиторский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кредит
16527,кредитоспособность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"кредит,способ"
16528,кредо,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кредо
16529,крез,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крез
16530,крейсер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крейс
16531,крейсерский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крейс
16537,кремлевка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кремл
16539,кремневый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кремн
16540,кремнезем,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кремн
16548,креп,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креп-2
16551,крепеж,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,креп
